"Gridcode","species"
101637,"Colocasia fallax"
101637,"Potamogeton natans"
101637,"Najas minor"
101637,"Hedychium spicatum"
101637,"Hydrilla verticillata"
101637,"Najas graminea"
101637,"Potamogeton nodosus"
101637,"Ottelia alismoides"
101637,"Alisma plantago-aquatica"
101637,"Blyxa aubertii"
101637,"Juncus bufonius"
101637,"Oryza meyeriana"
101637,"Oryza nivara"
101637,"Oryza officinalis"
101637,"Spirodela polyrhiza"
101637,"Potamogeton octandrus"
101637,"Potamogeton pusillus"
101637,"Stuckenia pectinata"
101637,"Typha domingensis"
101637,"Typha elephantina"
101637,"Paris polyphylla"
101637,"Trillium govanianum"
101637,"Dactylorhiza hatagirea"
101637,"Fritillaria cirrhosa"
101638,"Schoenoplectus tabernaemontani"
101638,"Juncus articulatus"
101638,"Typha angustifolia"
101638,"Monochoria korsakowii"
101638,"Typha orientalis"
101638,"Vallisneria natans"
101638,"Najas indica"
101638,"Sagittaria trifolia"
101638,"Blyxa japonica"
101638,"Monochoria vaginalis"
101638,"Juncus prismatocarpus"
101638,"Lasia spinosa"
101638,"Nechamandra alternifolia"
101638,"Cyanotis axillaris"
101638,"Colocasia esculenta"
101638,"Wolffia globosa"
101638,"Juncus wallichianus"
101638,"Colocasia fallax"
101638,"Potamogeton natans"
101638,"Najas minor"
101638,"Hedychium spicatum"
101638,"Hydrilla verticillata"
101638,"Najas graminea"
101638,"Potamogeton nodosus"
101638,"Ottelia alismoides"
101638,"Alisma plantago-aquatica"
101638,"Blyxa aubertii"
101638,"Juncus bufonius"
101638,"Oryza meyeriana"
101638,"Oryza nivara"
101638,"Oryza officinalis"
101638,"Spirodela polyrhiza"
101638,"Potamogeton octandrus"
101638,"Potamogeton pusillus"
101638,"Stuckenia pectinata"
101638,"Typha domingensis"
101638,"Typha elephantina"
101638,"Paris polyphylla"
101638,"Trillium govanianum"
101638,"Dactylorhiza hatagirea"
101638,"Fritillaria cirrhosa"
101639,"Schoenoplectus tabernaemontani"
101639,"Juncus articulatus"
101639,"Typha angustifolia"
101639,"Monochoria korsakowii"
101639,"Typha orientalis"
101639,"Vallisneria natans"
101639,"Najas indica"
101639,"Sagittaria trifolia"
101639,"Blyxa japonica"
101639,"Monochoria vaginalis"
101639,"Juncus prismatocarpus"
101639,"Lasia spinosa"
101639,"Nechamandra alternifolia"
101639,"Cyanotis axillaris"
101639,"Colocasia esculenta"
101639,"Wolffia globosa"
101639,"Juncus wallichianus"
101639,"Colocasia fallax"
101639,"Potamogeton natans"
101639,"Najas minor"
101639,"Hedychium spicatum"
101639,"Hydrilla verticillata"
101639,"Najas graminea"
101639,"Potamogeton nodosus"
101639,"Ottelia alismoides"
101639,"Alisma plantago-aquatica"
101639,"Blyxa aubertii"
101639,"Juncus bufonius"
101639,"Oryza meyeriana"
101639,"Oryza nivara"
101639,"Oryza officinalis"
101639,"Spirodela polyrhiza"
101639,"Potamogeton octandrus"
101639,"Potamogeton pusillus"
101639,"Stuckenia pectinata"
101639,"Typha domingensis"
101639,"Typha elephantina"
101639,"Paris polyphylla"
101639,"Trillium govanianum"
101639,"Dactylorhiza hatagirea"
101639,"Fritillaria cirrhosa"
101640,"Schoenoplectus tabernaemontani"
101640,"Juncus articulatus"
101640,"Typha angustifolia"
101640,"Monochoria korsakowii"
101640,"Typha orientalis"
101640,"Vallisneria natans"
101640,"Najas indica"
101640,"Sagittaria trifolia"
101640,"Blyxa japonica"
101640,"Monochoria vaginalis"
101640,"Juncus prismatocarpus"
101640,"Lasia spinosa"
101640,"Nechamandra alternifolia"
101640,"Cyanotis axillaris"
101640,"Colocasia esculenta"
101640,"Wolffia globosa"
101640,"Juncus wallichianus"
101640,"Colocasia fallax"
101640,"Potamogeton natans"
101640,"Najas minor"
101640,"Hedychium spicatum"
101640,"Hydrilla verticillata"
101640,"Najas graminea"
101640,"Potamogeton nodosus"
101640,"Ottelia alismoides"
101640,"Alisma plantago-aquatica"
101640,"Blyxa aubertii"
101640,"Juncus bufonius"
101640,"Oryza meyeriana"
101640,"Oryza nivara"
101640,"Oryza officinalis"
101640,"Spirodela polyrhiza"
101640,"Potamogeton octandrus"
101640,"Potamogeton pusillus"
101640,"Stuckenia pectinata"
101640,"Typha domingensis"
101640,"Paris polyphylla"
101640,"Trillium govanianum"
101640,"Dactylorhiza hatagirea"
101640,"Fritillaria cirrhosa"
101641,"Schoenoplectus tabernaemontani"
101641,"Juncus articulatus"
101641,"Typha angustifolia"
101641,"Monochoria korsakowii"
101641,"Typha orientalis"
101641,"Vallisneria natans"
101641,"Najas indica"
101641,"Sagittaria trifolia"
101641,"Blyxa japonica"
101641,"Monochoria vaginalis"
101641,"Juncus prismatocarpus"
101641,"Lasia spinosa"
101641,"Nechamandra alternifolia"
101641,"Cyanotis axillaris"
101641,"Colocasia esculenta"
101641,"Wolffia globosa"
101641,"Juncus wallichianus"
101641,"Colocasia fallax"
101641,"Potamogeton natans"
101641,"Najas minor"
101641,"Hedychium spicatum"
101641,"Hydrilla verticillata"
101641,"Najas graminea"
101641,"Potamogeton nodosus"
101641,"Ottelia alismoides"
101641,"Alisma plantago-aquatica"
101641,"Blyxa aubertii"
101641,"Juncus bufonius"
101641,"Oryza meyeriana"
101641,"Oryza nivara"
101641,"Oryza officinalis"
101641,"Spirodela polyrhiza"
101641,"Potamogeton octandrus"
101641,"Potamogeton pusillus"
101641,"Stuckenia pectinata"
101641,"Typha domingensis"
101641,"Paris polyphylla"
101641,"Trillium govanianum"
101641,"Dactylorhiza hatagirea"
101641,"Fritillaria cirrhosa"
101617,"Schoenoplectus tabernaemontani"
101617,"Juncus articulatus"
101617,"Typha angustifolia"
101617,"Monochoria korsakowii"
101617,"Typha orientalis"
101617,"Vallisneria natans"
101617,"Najas indica"
101617,"Sagittaria trifolia"
101617,"Blyxa japonica"
101617,"Monochoria vaginalis"
101617,"Juncus prismatocarpus"
101617,"Lasia spinosa"
101617,"Nechamandra alternifolia"
101617,"Cyanotis axillaris"
101617,"Colocasia esculenta"
101617,"Wolffia globosa"
101617,"Juncus wallichianus"
101617,"Colocasia fallax"
101617,"Potamogeton natans"
101617,"Najas minor"
101617,"Hedychium spicatum"
101617,"Hydrilla verticillata"
101617,"Najas graminea"
101617,"Potamogeton nodosus"
101617,"Ottelia alismoides"
101617,"Alisma plantago-aquatica"
101617,"Blyxa aubertii"
101617,"Juncus bufonius"
101617,"Oryza meyeriana"
101617,"Oryza nivara"
101617,"Oryza officinalis"
101617,"Spirodela polyrhiza"
101617,"Potamogeton octandrus"
101617,"Potamogeton pusillus"
101617,"Stuckenia pectinata"
101617,"Typha domingensis"
101617,"Typha elephantina"
101617,"Paris polyphylla"
101617,"Trillium govanianum"
101617,"Dactylorhiza hatagirea"
101617,"Fritillaria cirrhosa"
101618,"Schoenoplectus tabernaemontani"
101618,"Juncus articulatus"
101618,"Typha angustifolia"
101618,"Monochoria korsakowii"
101618,"Typha orientalis"
101618,"Vallisneria natans"
101618,"Najas indica"
101618,"Sagittaria trifolia"
101618,"Blyxa japonica"
101618,"Monochoria vaginalis"
101618,"Juncus prismatocarpus"
101618,"Lasia spinosa"
101618,"Nechamandra alternifolia"
101618,"Cyanotis axillaris"
101618,"Colocasia esculenta"
101618,"Wolffia globosa"
101618,"Juncus wallichianus"
101618,"Colocasia fallax"
101618,"Potamogeton natans"
101618,"Najas minor"
101618,"Hedychium spicatum"
101618,"Hydrilla verticillata"
101618,"Najas graminea"
101618,"Potamogeton nodosus"
101618,"Ottelia alismoides"
101618,"Alisma plantago-aquatica"
101618,"Blyxa aubertii"
101618,"Juncus bufonius"
101618,"Oryza meyeriana"
101618,"Oryza nivara"
101618,"Oryza officinalis"
101618,"Spirodela polyrhiza"
101618,"Potamogeton octandrus"
101618,"Potamogeton pusillus"
101618,"Stuckenia pectinata"
101618,"Typha domingensis"
101618,"Typha elephantina"
101618,"Paris polyphylla"
101618,"Trillium govanianum"
101618,"Dactylorhiza hatagirea"
101618,"Fritillaria cirrhosa"
101619,"Schoenoplectus tabernaemontani"
101619,"Juncus articulatus"
101619,"Typha angustifolia"
101619,"Monochoria korsakowii"
101619,"Typha orientalis"
101619,"Vallisneria natans"
101619,"Najas indica"
101619,"Sagittaria trifolia"
101619,"Blyxa japonica"
101619,"Monochoria vaginalis"
101619,"Juncus prismatocarpus"
101619,"Lasia spinosa"
101619,"Nechamandra alternifolia"
101619,"Cyanotis axillaris"
101619,"Colocasia esculenta"
101619,"Wolffia globosa"
101619,"Juncus wallichianus"
101619,"Colocasia fallax"
101619,"Potamogeton natans"
101619,"Najas minor"
101619,"Hedychium spicatum"
101619,"Hydrilla verticillata"
101619,"Najas graminea"
101619,"Potamogeton nodosus"
101619,"Ottelia alismoides"
101619,"Alisma plantago-aquatica"
101619,"Blyxa aubertii"
101619,"Juncus bufonius"
101619,"Oryza meyeriana"
101619,"Oryza nivara"
101619,"Oryza officinalis"
101619,"Spirodela polyrhiza"
101619,"Potamogeton octandrus"
101619,"Potamogeton pusillus"
101619,"Stuckenia pectinata"
101619,"Typha domingensis"
101619,"Typha elephantina"
101619,"Paris polyphylla"
101619,"Trillium govanianum"
101619,"Dactylorhiza hatagirea"
101619,"Fritillaria cirrhosa"
101621,"Schoenoplectus tabernaemontani"
101621,"Juncus articulatus"
101621,"Typha angustifolia"
101621,"Monochoria korsakowii"
101621,"Typha orientalis"
101621,"Vallisneria natans"
101621,"Najas indica"
101621,"Sagittaria trifolia"
101621,"Blyxa japonica"
101621,"Monochoria vaginalis"
101621,"Juncus prismatocarpus"
101621,"Lasia spinosa"
101621,"Nechamandra alternifolia"
101621,"Cyanotis axillaris"
101621,"Colocasia esculenta"
101621,"Wolffia globosa"
101621,"Juncus wallichianus"
101621,"Colocasia fallax"
101621,"Potamogeton natans"
101621,"Najas minor"
101621,"Hedychium spicatum"
101621,"Hydrilla verticillata"
101621,"Najas graminea"
101621,"Potamogeton nodosus"
101621,"Ottelia alismoides"
101621,"Alisma plantago-aquatica"
101621,"Blyxa aubertii"
101621,"Juncus bufonius"
101621,"Oryza meyeriana"
101621,"Oryza nivara"
101621,"Oryza officinalis"
101621,"Spirodela polyrhiza"
101621,"Potamogeton octandrus"
101621,"Potamogeton pusillus"
101621,"Stuckenia pectinata"
101621,"Typha domingensis"
101621,"Typha elephantina"
101621,"Paris polyphylla"
101621,"Trillium govanianum"
101621,"Dactylorhiza hatagirea"
101621,"Fritillaria cirrhosa"
101622,"Schoenoplectus tabernaemontani"
101622,"Juncus articulatus"
101622,"Typha angustifolia"
101622,"Monochoria korsakowii"
101622,"Typha orientalis"
101622,"Vallisneria natans"
101622,"Najas indica"
101622,"Sagittaria trifolia"
101622,"Blyxa japonica"
101622,"Monochoria vaginalis"
101622,"Juncus prismatocarpus"
101622,"Lasia spinosa"
101622,"Nechamandra alternifolia"
101622,"Cyanotis axillaris"
101622,"Colocasia esculenta"
101622,"Wolffia globosa"
101622,"Juncus wallichianus"
101622,"Colocasia fallax"
101622,"Potamogeton natans"
101622,"Najas minor"
101622,"Hedychium spicatum"
101622,"Hydrilla verticillata"
101622,"Najas graminea"
101622,"Potamogeton nodosus"
101622,"Ottelia alismoides"
101622,"Alisma plantago-aquatica"
101622,"Blyxa aubertii"
101622,"Juncus bufonius"
101622,"Oryza meyeriana"
101622,"Oryza nivara"
101622,"Oryza officinalis"
101622,"Spirodela polyrhiza"
101622,"Potamogeton octandrus"
101622,"Potamogeton pusillus"
101622,"Stuckenia pectinata"
101622,"Typha domingensis"
101622,"Typha elephantina"
101622,"Paris polyphylla"
101622,"Trillium govanianum"
101622,"Dactylorhiza hatagirea"
101622,"Fritillaria cirrhosa"
101623,"Schoenoplectus tabernaemontani"
101623,"Juncus articulatus"
101623,"Typha angustifolia"
101623,"Monochoria korsakowii"
101623,"Typha orientalis"
101623,"Vallisneria natans"
101623,"Najas indica"
101623,"Sagittaria trifolia"
101623,"Blyxa japonica"
101623,"Monochoria vaginalis"
101623,"Juncus prismatocarpus"
101623,"Lasia spinosa"
101623,"Nechamandra alternifolia"
101623,"Cyanotis axillaris"
101623,"Colocasia esculenta"
101623,"Wolffia globosa"
101623,"Juncus wallichianus"
101623,"Colocasia fallax"
101623,"Potamogeton natans"
101623,"Najas minor"
101623,"Hedychium spicatum"
101623,"Hydrilla verticillata"
101623,"Najas graminea"
101623,"Potamogeton nodosus"
101623,"Ottelia alismoides"
101623,"Alisma plantago-aquatica"
101623,"Blyxa aubertii"
101623,"Juncus bufonius"
101623,"Oryza meyeriana"
101623,"Oryza nivara"
101623,"Oryza officinalis"
101623,"Spirodela polyrhiza"
101623,"Potamogeton octandrus"
101623,"Potamogeton pusillus"
101623,"Stuckenia pectinata"
101623,"Typha domingensis"
101623,"Typha elephantina"
101623,"Paris polyphylla"
101623,"Trillium govanianum"
101623,"Dactylorhiza hatagirea"
101623,"Fritillaria cirrhosa"
101624,"Schoenoplectus tabernaemontani"
101624,"Juncus articulatus"
101624,"Typha angustifolia"
101624,"Monochoria korsakowii"
101624,"Typha orientalis"
101624,"Vallisneria natans"
101624,"Najas indica"
101624,"Sagittaria trifolia"
101624,"Blyxa japonica"
101624,"Monochoria vaginalis"
101624,"Juncus prismatocarpus"
101624,"Lasia spinosa"
101624,"Nechamandra alternifolia"
101624,"Cyanotis axillaris"
101624,"Colocasia esculenta"
101624,"Wolffia globosa"
101624,"Juncus wallichianus"
101624,"Colocasia fallax"
101624,"Potamogeton natans"
101624,"Najas minor"
101624,"Hedychium spicatum"
101624,"Hydrilla verticillata"
101624,"Najas graminea"
101624,"Potamogeton nodosus"
101624,"Ottelia alismoides"
101624,"Alisma plantago-aquatica"
101624,"Blyxa aubertii"
101624,"Juncus bufonius"
101624,"Oryza meyeriana"
101624,"Oryza nivara"
101624,"Oryza officinalis"
101624,"Spirodela polyrhiza"
101624,"Potamogeton octandrus"
101624,"Potamogeton pusillus"
101624,"Stuckenia pectinata"
101624,"Typha domingensis"
101624,"Typha elephantina"
101624,"Paris polyphylla"
101624,"Trillium govanianum"
101624,"Dactylorhiza hatagirea"
101624,"Fritillaria cirrhosa"
101625,"Schoenoplectus tabernaemontani"
101625,"Juncus articulatus"
101625,"Typha angustifolia"
101625,"Monochoria korsakowii"
101625,"Typha orientalis"
101625,"Vallisneria natans"
101625,"Najas indica"
101625,"Sagittaria trifolia"
101625,"Blyxa japonica"
101625,"Monochoria vaginalis"
101625,"Juncus prismatocarpus"
101625,"Lasia spinosa"
101625,"Nechamandra alternifolia"
101625,"Cyanotis axillaris"
101625,"Colocasia esculenta"
101625,"Wolffia globosa"
101625,"Juncus wallichianus"
101625,"Colocasia fallax"
101625,"Potamogeton natans"
101625,"Najas minor"
101625,"Hedychium spicatum"
101625,"Hydrilla verticillata"
101625,"Najas graminea"
101625,"Potamogeton nodosus"
101625,"Ottelia alismoides"
101625,"Alisma plantago-aquatica"
101625,"Blyxa aubertii"
101625,"Juncus bufonius"
101625,"Oryza meyeriana"
101625,"Oryza nivara"
101625,"Oryza officinalis"
101625,"Spirodela polyrhiza"
101625,"Potamogeton octandrus"
101625,"Potamogeton pusillus"
101625,"Stuckenia pectinata"
101625,"Typha domingensis"
101625,"Typha elephantina"
101625,"Paris polyphylla"
101625,"Trillium govanianum"
101625,"Dactylorhiza hatagirea"
101625,"Fritillaria cirrhosa"
101626,"Schoenoplectus tabernaemontani"
101626,"Juncus articulatus"
101626,"Typha angustifolia"
101626,"Monochoria korsakowii"
101626,"Typha orientalis"
101626,"Vallisneria natans"
101626,"Najas indica"
101626,"Sagittaria trifolia"
101626,"Blyxa japonica"
101626,"Monochoria vaginalis"
101626,"Juncus prismatocarpus"
101626,"Lasia spinosa"
101626,"Nechamandra alternifolia"
101626,"Cyanotis axillaris"
101626,"Colocasia esculenta"
101626,"Wolffia globosa"
101626,"Juncus wallichianus"
101626,"Colocasia fallax"
101626,"Potamogeton natans"
101626,"Najas minor"
101626,"Hedychium spicatum"
101626,"Hydrilla verticillata"
101626,"Najas graminea"
101626,"Potamogeton nodosus"
101626,"Ottelia alismoides"
101626,"Alisma plantago-aquatica"
101626,"Blyxa aubertii"
101626,"Juncus bufonius"
101626,"Oryza meyeriana"
101626,"Oryza nivara"
101626,"Oryza officinalis"
101626,"Spirodela polyrhiza"
101626,"Potamogeton octandrus"
101626,"Potamogeton pusillus"
101626,"Stuckenia pectinata"
101626,"Typha domingensis"
101626,"Paris polyphylla"
101626,"Trillium govanianum"
101626,"Dactylorhiza hatagirea"
101626,"Fritillaria cirrhosa"
101627,"Schoenoplectus tabernaemontani"
101627,"Juncus articulatus"
101627,"Typha angustifolia"
101627,"Monochoria korsakowii"
101627,"Typha orientalis"
101627,"Vallisneria natans"
101627,"Najas indica"
101627,"Sagittaria trifolia"
101627,"Blyxa japonica"
101627,"Monochoria vaginalis"
101627,"Juncus prismatocarpus"
101627,"Lasia spinosa"
101627,"Nechamandra alternifolia"
101627,"Cyanotis axillaris"
101627,"Colocasia esculenta"
101627,"Wolffia globosa"
101627,"Juncus wallichianus"
101627,"Colocasia fallax"
101627,"Potamogeton natans"
101627,"Najas minor"
101627,"Hedychium spicatum"
101627,"Hydrilla verticillata"
101627,"Najas graminea"
101627,"Potamogeton nodosus"
101627,"Ottelia alismoides"
101627,"Alisma plantago-aquatica"
101627,"Blyxa aubertii"
101627,"Juncus bufonius"
101627,"Oryza meyeriana"
101627,"Oryza nivara"
101627,"Oryza officinalis"
101627,"Spirodela polyrhiza"
101627,"Potamogeton octandrus"
101627,"Potamogeton pusillus"
101627,"Stuckenia pectinata"
101627,"Typha domingensis"
101627,"Paris polyphylla"
101627,"Trillium govanianum"
101627,"Dactylorhiza hatagirea"
101627,"Fritillaria cirrhosa"
101603,"Schoenoplectus tabernaemontani"
101603,"Juncus articulatus"
101603,"Typha angustifolia"
101603,"Monochoria korsakowii"
101603,"Typha orientalis"
101603,"Vallisneria natans"
101603,"Najas indica"
101603,"Sagittaria trifolia"
101603,"Blyxa japonica"
101603,"Monochoria vaginalis"
101603,"Juncus prismatocarpus"
101603,"Lasia spinosa"
101603,"Nechamandra alternifolia"
101603,"Cyanotis axillaris"
101603,"Colocasia esculenta"
101603,"Wolffia globosa"
101603,"Juncus wallichianus"
101603,"Colocasia fallax"
101603,"Potamogeton natans"
101603,"Najas minor"
101603,"Hedychium spicatum"
101603,"Hydrilla verticillata"
101603,"Najas graminea"
101603,"Potamogeton nodosus"
101603,"Ottelia alismoides"
101603,"Alisma plantago-aquatica"
101603,"Blyxa aubertii"
101603,"Juncus bufonius"
101603,"Oryza meyeriana"
101603,"Oryza nivara"
101603,"Oryza officinalis"
101603,"Spirodela polyrhiza"
101603,"Potamogeton octandrus"
101603,"Potamogeton pusillus"
